activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,23312866,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(-c2ccc3c(C(=O)NCC4CCNCC4)c[nH]c3c2)cc(OC)c1OC,,,CHEMBL4842369,Eur J Med Chem,2021,,CHEMBL4865962,,CHEMBL4865962,,0,http://www.openphacts.org/units/Nanomolar,3628346,>,1,1,>,,IC50,nM,,50000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,50.0
,23312867,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(NCC1CCNCC1)c1c[nH]c2cc(-c3ccc(F)cc3)ccc12,,,CHEMBL4842369,Eur J Med Chem,2021,,CHEMBL4872075,,CHEMBL4872075,,0,http://www.openphacts.org/units/Nanomolar,3628347,>,1,1,>,,IC50,nM,,50000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,50.0
,23312868,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(NCC1CCNCC1)c1c[nH]c2cc(-c3ccccc3F)ccc12,,,CHEMBL4842369,Eur J Med Chem,2021,,CHEMBL4874977,,CHEMBL4874977,,0,http://www.openphacts.org/units/Nanomolar,3628348,>,1,1,>,,IC50,nM,,50000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,50.0
,23312869,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(-c2ccc3c(C(=O)NCC4CCNCC4)c[nH]c3c2)cc1,,,CHEMBL4842369,Eur J Med Chem,2021,"{'bei': '12.41', 'le': '0.23', 'lle': '0.44', 'sei': '7.57'}",CHEMBL4875360,,CHEMBL4875360,4.31,0,http://www.openphacts.org/units/Nanomolar,3628349,=,1,1,=,,IC50,nM,,48900.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,48.9
,23312870,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ccc3c(C(=O)NCC4CCNCC4)c[nH]c3c2)cc1,,,CHEMBL4842369,Eur J Med Chem,2021,,CHEMBL4855834,,CHEMBL4855834,,0,http://www.openphacts.org/units/Nanomolar,3628350,>,1,1,>,,IC50,nM,,50000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,50.0
,23312871,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,N#Cc1ccc(-c2ccc3c(C(=O)NCC4CCNCC4)c[nH]c3c2)cc1,,,CHEMBL4842369,Eur J Med Chem,2021,"{'bei': '13.00', 'le': '0.24', 'lle': '1.22', 'sei': '5.78'}",CHEMBL4870696,,CHEMBL4870696,4.66,0,http://www.openphacts.org/units/Nanomolar,3628351,=,1,1,=,,IC50,nM,,21800.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,21.8
,23312872,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(NCC1CCNCC1)c1c[nH]c2cc(-c3ccc(-c4ccccc4)cc3)ccc12,,,CHEMBL4842369,Eur J Med Chem,2021,"{'bei': '13.13', 'le': '0.24', 'lle': '0.15', 'sei': '9.45'}",CHEMBL4867985,,CHEMBL4867985,5.38,0,http://www.openphacts.org/units/Nanomolar,3628352,=,1,1,=,,IC50,nM,,4200.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,4.2
,23312873,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(NCC1CCNCC1)c1c[nH]c2cc(-c3ccc(CN4CCCCC4)cc3)ccc12,,,CHEMBL4842369,Eur J Med Chem,2021,"{'bei': '12.79', 'le': '0.24', 'lle': '0.96', 'sei': '9.16'}",CHEMBL4856452,,CHEMBL4856452,5.51,0,http://www.openphacts.org/units/Nanomolar,3628353,=,1,1,=,,IC50,nM,,3100.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,3.1
,23312874,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(NCC1CCNCC1)c1c[nH]c2cc(-c3ccc(Cl)nc3)ccc12,,,CHEMBL4842369,Eur J Med Chem,2021,"{'bei': '11.87', 'le': '0.23', 'lle': '0.77', 'sei': '6.27'}",CHEMBL4860196,,CHEMBL4860196,4.38,0,http://www.openphacts.org/units/Nanomolar,3628354,=,1,1,=,,IC50,nM,,42000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,42.0
,23312875,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(NCC1CCNCC1)c1c[nH]c2cc(-c3cccnc3)ccc12,,,CHEMBL4842369,Eur J Med Chem,2021,"{'bei': '17.82', 'le': '0.33', 'lle': '3.00', 'sei': '8.54'}",CHEMBL4858483,,CHEMBL4858483,5.96,0,http://www.openphacts.org/units/Nanomolar,3628355,=,1,1,=,,IC50,nM,,1100.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,1.1
,23312876,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(NCC1CCNCC1)c1c[nH]c2cc(-c3ccncc3)ccc12,,,CHEMBL4842369,Eur J Med Chem,2021,"{'bei': '19.16', 'le': '0.35', 'lle': '3.45', 'sei': '9.18'}",CHEMBL4858884,,CHEMBL4858884,6.41,0,http://www.openphacts.org/units/Nanomolar,3628356,=,1,1,=,,IC50,nM,,390.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,0.39
,23312877,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(NC1CCNCC1)c1c[nH]c2cc(-c3ccncc3)ccc12,,,CHEMBL4842369,Eur J Med Chem,2021,"{'bei': '18.73', 'le': '0.34', 'lle': '3.29', 'sei': '8.59'}",CHEMBL4849139,,CHEMBL4849139,6.00,0,http://www.openphacts.org/units/Nanomolar,3628357,=,1,1,=,,IC50,nM,,1000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,1.0
,23312878,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(NCCC1CCNCC1)c1c[nH]c2cc(-c3ccncc3)ccc12,,,CHEMBL4842369,Eur J Med Chem,2021,"{'bei': '17.79', 'le': '0.33', 'lle': '2.85', 'sei': '8.88'}",CHEMBL4870701,,CHEMBL4870701,6.20,0,http://www.openphacts.org/units/Nanomolar,3628358,=,1,1,=,,IC50,nM,,630.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,0.63
,23312879,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(NCC1CCNCC1)c1c[nH]c2cc(-c3cn[nH]c3)ccc12,,,CHEMBL4842369,Eur J Med Chem,2021,"{'bei': '16.22', 'le': '0.30', 'lle': '2.95', 'sei': '6.13'}",CHEMBL4861658,,CHEMBL4861658,5.24,0,http://www.openphacts.org/units/Nanomolar,3628359,=,1,1,=,,IC50,nM,,5700.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,5.7
,23312880,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(NCC1CCNCC1)c1cc2cc(-c3cccnc3)ccc2[nH]1,,,CHEMBL4842369,Eur J Med Chem,2021,,CHEMBL4854769,,CHEMBL4854769,,0,http://www.openphacts.org/units/Nanomolar,3628332,>,1,1,>,,IC50,nM,,50000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,50.0
,23312881,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(NCC1CCNCC1)c1cc2cc(-c3ccncc3)ccc2[nH]1,,,CHEMBL4842369,Eur J Med Chem,2021,"{'bei': '13.25', 'le': '0.24', 'lle': '1.47', 'sei': '6.35'}",CHEMBL4868925,,CHEMBL4868925,4.43,0,http://www.openphacts.org/units/Nanomolar,3628365,=,1,1,=,,IC50,nM,,37000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,37.0
,23312882,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(NCC1CCNCC1)c1cc2cc(-c3cn[nH]c3)ccc2[nH]1,,,CHEMBL4842369,Eur J Med Chem,2021,"{'bei': '16.15', 'le': '0.30', 'lle': '2.93', 'sei': '6.10'}",CHEMBL4868732,,CHEMBL4868732,5.22,0,http://www.openphacts.org/units/Nanomolar,3628366,=,1,1,=,,IC50,nM,,6000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,6.0
,23312883,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ccc3[nH]c(C(=O)NCC4CCNCC4)cc3c2)cc1,,,CHEMBL4842369,Eur J Med Chem,2021,"{'bei': '13.86', 'le': '0.25', 'lle': '2.00', 'sei': '6.06'}",CHEMBL4874729,,CHEMBL4874729,5.02,0,http://www.openphacts.org/units/Nanomolar,3628367,=,1,1,=,,IC50,nM,,9500.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,9.5
,23312884,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(NCC1CCNCC1)c1cc2cc(-c3ccc(-c4ccoc4)cc3)ccc2[nH]1,,,CHEMBL4842369,Eur J Med Chem,2021,"{'bei': '15.17', 'le': '0.28', 'lle': '1.24', 'sei': '8.65'}",CHEMBL4874661,,CHEMBL4874661,6.06,0,http://www.openphacts.org/units/Nanomolar,3628368,=,1,1,=,,IC50,nM,,870.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,0.87
,23312885,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(NCC1CCNCC1)c1cc2cc(-c3ccc(-c4ccsc4)cc3)ccc2[nH]1,,,CHEMBL4842369,Eur J Med Chem,2021,"{'bei': '14.34', 'le': '0.27', 'lle': '0.67', 'sei': '10.47'}",CHEMBL4864096,,CHEMBL4864096,5.96,0,http://www.openphacts.org/units/Nanomolar,3628369,=,1,1,=,,IC50,nM,,1100.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,1.1
,23312886,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(NCC1CCNCC1)c1cc2cc(-c3ccc(CN4CCCCC4)cc3)ccc2[nH]1,,,CHEMBL4842369,Eur J Med Chem,2021,"{'bei': '12.37', 'le': '0.23', 'lle': '0.78', 'sei': '8.86'}",CHEMBL4855074,,CHEMBL4855074,5.33,0,http://www.openphacts.org/units/Nanomolar,3628370,=,1,1,=,,IC50,nM,,4700.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,4.7
,23312887,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(NCC1CCNCC1)c1cc2cc(-c3ccc(N4CCCCC4)cc3)ccc2[nH]1,,,CHEMBL4842369,Eur J Med Chem,2021,"{'bei': '11.87', 'le': '0.22', 'lle': '0.39', 'sei': '8.22'}",CHEMBL4868018,,CHEMBL4868018,4.94,0,http://www.openphacts.org/units/Nanomolar,3628371,=,1,1,=,,IC50,nM,,11400.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,11.4
,23312888,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(NCC1CCNCC1)c1cc2cc(-c3ccc(N4CCCC4)cc3)ccc2[nH]1,,,CHEMBL4842369,Eur J Med Chem,2021,"{'bei': '13.59', 'le': '0.25', 'lle': '1.31', 'sei': '9.09'}",CHEMBL4852257,,CHEMBL4852257,5.47,0,http://www.openphacts.org/units/Nanomolar,3628372,=,1,1,=,,IC50,nM,,3400.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,3.4
,23312889,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(NCC1CCNCC1)c1cc2cc(-c3ccc(N4CCOCC4)cc3)ccc2[nH]1,,,CHEMBL4842369,Eur J Med Chem,2021,"{'bei': '10.71', 'le': '0.20', 'lle': '1.08', 'sei': '6.46'}",CHEMBL4847498,,CHEMBL4847498,4.48,0,http://www.openphacts.org/units/Nanomolar,3628373,=,1,1,=,,IC50,nM,,33000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,33.0
,23312890,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(NCC1CCNCC1)c1cc2cc(-c3ccc(N4CCNCC4)cc3)ccc2[nH]1,,,CHEMBL4842369,Eur J Med Chem,2021,"{'bei': '12.11', 'le': '0.22', 'lle': '2.09', 'sei': '7.00'}",CHEMBL4850684,,CHEMBL4850684,5.06,0,http://www.openphacts.org/units/Nanomolar,3628374,=,1,1,=,,IC50,nM,,8800.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,8.8
,23312891,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,N#Cc1ccc(-c2ccc3[nH]c(C(=O)NCC4CCNCC4)cc3c2)cc1,,,CHEMBL4842369,Eur J Med Chem,2021,"{'bei': '14.05', 'le': '0.25', 'lle': '1.60', 'sei': '6.24'}",CHEMBL4850948,,CHEMBL4850948,5.04,0,http://www.openphacts.org/units/Nanomolar,3628375,=,1,1,=,,IC50,nM,,9200.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,9.2
,23312892,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL4844502,Inhibition of Zika virus recombinant NS2B (47 to 95 residues)/NS3 (1 to 177 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(C#N)ccc1-c1ccc2[nH]c(C(=O)NCC3CCNCC3)cc2c1,,,CHEMBL4842369,Eur J Med Chem,2021,"{'bei': '11.80', 'le': '0.21', 'lle': '0.66', 'sei': '5.45'}",CHEMBL4855636,,CHEMBL4855636,4.40,0,http://www.openphacts.org/units/Nanomolar,3628376,=,1,1,=,,IC50,nM,,40200.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,40.2
